,Pointing_mean,Relevance Rank_mean,Relevance Mass_mean,AuC_mean,Pointing_std,Relevance Rank_std,Relevance Mass_std,AuC_std,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,Datasets,Typ,Generation,models,method,tsr,transformer,epochs
172,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,,,mutate_both,100
173,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,,,authentic_opposing_information,100
174,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,FO,False,,
175,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,FA,False,,
176,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,SG,False,,
177,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,DLS,False,,
178,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,DL,False,,
179,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,GS,False,,
180,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,GRAD,False,,
181,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,FO,True,,
182,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,FA,True,,
183,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,SG,True,,
184,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,DLS,True,,
185,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,DL,True,,
186,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,GS,True,,
187,,,,,,,,,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,,,,
188,,,,,,,,,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,,,,
189,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_1_TS_50.npy,RareFeature,AutoRegressive,CNN,GRAD,True,,
190,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,mutate_both,100
191,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,authentic_opposing_information,100
192,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,FO,False,,
193,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,FA,False,,
194,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,SG,False,,
195,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,DLS,False,,
196,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,DL,False,,
197,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,GS,False,,
198,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,GRAD,False,,
199,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,FO,True,,
200,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,FA,True,,
201,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,SG,True,,
202,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,DLS,True,,
203,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,DL,True,,
204,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,GS,True,,
205,,,,,,,,,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,
206,,,,,,,,,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,
207,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,GRAD,True,,
208,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,mutate_both,100
209,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,authentic_opposing_information,100
210,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,FO,False,,
211,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,FA,False,,
212,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,SG,False,,
213,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,DLS,False,,
214,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,DL,False,,
215,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,GS,False,,
216,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,GRAD,False,,
217,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,FO,True,,
218,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,FA,True,,
219,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,SG,True,,
220,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,DLS,True,,
221,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,DL,True,,
222,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,GS,True,,
223,,,,,,,,,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,
224,,,,,,,,,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,
225,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,GRAD,True,,
226,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,mutate_both,100
227,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,authentic_opposing_information,100
228,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,FO,False,,
229,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,FA,False,,
230,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,SG,False,,
231,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,DLS,False,,
232,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,DL,False,,
233,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,GS,False,,
234,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,GRAD,False,,
235,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,FO,True,,
236,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,FA,True,,
237,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,SG,True,,
238,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,DLS,True,,
239,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,DL,True,,
240,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,GS,True,,
241,,,,,,,,,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,
242,,,,,,,,,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,
243,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,GRAD,True,,
244,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,,,mutate_both,100
245,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,,,authentic_opposing_information,100
246,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,FO,False,,
247,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,FA,False,,
248,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,SG,False,,
249,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,DLS,False,,
250,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,DL,False,,
251,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,GS,False,,
252,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,GRAD,False,,
253,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,FO,True,,
254,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,FA,True,,
255,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,SG,True,,
256,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,DLS,True,,
257,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,DL,True,,
258,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,GS,True,,
259,,,,,,,,,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,,,,
260,,,,,,,,,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,,,,
261,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,GRAD,True,,
262,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,,,mutate_both,100
263,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,,,authentic_opposing_information,100
264,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,FO,False,,
265,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,FA,False,,
266,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,SG,False,,
267,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,DLS,False,,
268,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,DL,False,,
269,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,GS,False,,
270,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,GRAD,False,,
271,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,FO,True,,
272,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,FA,True,,
273,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,SG,True,,
274,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,DLS,True,,
275,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,DL,True,,
276,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,GS,True,,
277,,,,,,,,,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,,,,
278,,,,,,,,,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,,,,
279,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,GRAD,True,,
280,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,mutate_both,100
281,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,authentic_opposing_information,100
282,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,FO,False,,
283,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,FA,False,,
284,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,SG,False,,
285,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,DLS,False,,
286,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,DL,False,,
287,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,GS,False,,
288,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,GRAD,False,,
289,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,FO,True,,
290,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,FA,True,,
291,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,SG,True,,
292,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,DLS,True,,
293,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,DL,True,,
294,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,GS,True,,
295,,,,,,,,,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,
296,,,,,,,,,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,
297,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,GRAD,True,,
298,0.45,0.5633333333333332,0.5629668523079355,0.4237916666666666,0.5104177855340405,0.0829993306532582,0.07417238527920748,0.15572469592538182,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,mutate_both,100
299,0.45,0.57,0.5556093043342789,0.419625,0.5104177855340405,0.07484877541607843,0.07274929782599947,0.14815914151158643,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,authentic_opposing_information,100
300,0.35,0.6016666666666666,0.5987942975130089,0.5105833333333333,0.4893604849295929,0.06531524991412822,0.045363434261179204,0.0820181747794478,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,FO,False,,
301,0.15,0.6016666666666668,0.5639829384427449,0.46254166666666663,0.36634754853252327,0.10286822320342291,0.09681913849691738,0.19667623285535912,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,FA,False,,
302,0.9,0.8366666666666667,0.7059922318072435,0.8561666666666667,0.30779350562554625,0.050610310301083206,0.017626288893621236,0.06537588124035665,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,SG,False,,
303,0.6,0.6383333333333333,0.6375586318275133,0.5663333333333334,0.5026246899500346,0.06331486341945754,0.05933839638251958,0.09249087200101841,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,DLS,False,,
304,0.7,0.6316666666666666,0.6377825958182906,0.5614166666666667,0.4701623459816272,0.05564612500498282,0.06350646554963382,0.09491805483943991,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,DL,False,,
305,0.75,0.6399999999999999,0.6596641763189238,0.5843333333333331,0.4442616583193193,0.05026246899500345,0.051832761053096574,0.07661783341795055,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,GS,False,,
306,0.0,0.5566666666666666,0.5426360093414804,0.40374999999999994,0.0,0.07730852596663902,0.07275413614926825,0.11471917784782924,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,GRAD,False,,
307,0.75,0.6283333333333332,0.6840320875941376,0.5925833333333332,0.4442616583193193,0.0839625368979474,0.08137075279562953,0.09120413611478616,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,FO,True,,
308,0.65,0.63,0.6664371203624909,0.5711666666666667,0.4893604849295929,0.09170254481281424,0.08813004780272378,0.09843564406957375,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,FA,True,,
309,0.6,0.57,0.6072826956757555,0.5034583333333333,0.5026246899500346,0.04944132324730441,0.06536315577680347,0.07155400927055074,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,SG,True,,
310,0.6,0.5833333333333333,0.6307096169364315,0.529875,0.5026246899500346,0.07761051354594617,0.08099900627207275,0.08563756204005193,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,DLS,True,,
311,0.45,0.6016666666666667,0.629298923464569,0.5274583333333334,0.5104177855340405,0.06880347468445884,0.08613353132741067,0.0869006099447635,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,DL,True,,
312,0.6,0.5833333333333333,0.6080839737276817,0.5133333333333334,0.5026246899500346,0.05671308728156003,0.07660060424732482,0.07698968944411812,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,GS,True,,
313,1.0,0.6216666666666666,1.0,0.5833333333333335,0.0,0.05104177855340404,0.0,1.1390647892519134e-16,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,
314,0.0,0.5333333333333333,0.0,0.375,0.0,0.0,0.0,0.0,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,
315,0.9,0.6716666666666666,0.7302914578161738,0.6370833333333333,0.30779350562554625,0.062384396009716056,0.07901257436323486,0.07869620133947479,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,GRAD,True,,
316,0.35,0.5399999999999999,0.54579895018101,0.4270833333333333,0.4893604849295929,0.1383275204866212,0.08822858282246977,0.19298980747561179,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,mutate_both,100
317,0.55,0.575,0.5687406610484833,0.47520833333333334,0.5104177855340404,0.14136965769555737,0.11079602761529178,0.2579078095579778,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,authentic_opposing_information,100
318,0.15,0.5983333333333333,0.323042981485401,0.42449999999999993,0.36634754853252327,0.060673606697703414,0.1729456035545842,0.05544767303002395,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,FO,False,,
319,0.0,0.5816666666666666,0.2540760950888766,0.375625,0.0,0.13484884325167862,0.0601642228469235,0.19222076181289532,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,FA,False,,
320,0.3,0.6816666666666664,0.5651567662647557,0.5595833333333332,0.4701623459816272,0.05668730274406838,0.13836857894121646,0.14212040340615237,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,SG,False,,
321,0.15,0.6366666666666665,0.3521167791684561,0.4935833333333333,0.36634754853252327,0.051752899175789326,0.18158666684016894,0.09565299584453738,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,DLS,False,,
322,0.1,0.5816666666666666,0.28146041475032263,0.3884166666666667,0.30779350562554625,0.04648460727434719,0.16429316816793943,0.055969590218615736,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,DL,False,,
323,0.35,0.6383333333333332,0.45745269061812605,0.5000833333333333,0.48936048492959283,0.08040467822646737,0.21535938551204079,0.1612201964841439,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,GS,False,,
324,0.05,0.5733333333333333,0.2270901812372838,0.2945833333333333,0.22360679774997894,0.1162775465696508,0.1511569945496395,0.1061140771454054,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,GRAD,False,,
325,0.8,0.565,0.7040875395856783,0.5663333333333334,0.41039134083406165,0.09014283662139796,0.11730563233485296,0.1250620898425637,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,FO,True,,
326,0.9,0.5783333333333333,0.7231432309964805,0.5863333333333334,0.30779350562554625,0.08326312832227536,0.10688886843060666,0.1124908703248079,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,FA,True,,
327,0.6,0.5966666666666665,0.6214768493965047,0.5227083333333333,0.5026246899500346,0.05061031030108321,0.09193087569667782,0.08762037459323971,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,SG,True,,
