,monoton_uniform_mean,faithfulness_correlation_uniform_mean,monoton_mean_mean,faithfulness_correlation_mean_mean,monoton_synthetic_mean,faithfulness_correlation_synthetic_flex_mean,monoton_uniform_std,faithfulness_correlation_uniform_std,monoton_mean_std,faithfulness_correlation_mean_std,monoton_synthetic_std,faithfulness_correlation_synthetic_flex_std,method,tsr,Datasets,Typ,Generation,models,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,transformer,epochs,faithfulness_correlation_synthtic_flex_mean,faithfulness_correlation_synthtic_flex_std,monoton_synthtic_mean,monoton_synthtic_std
378,0.0,-0.015478279659112896,1.0,0.015824566468902512,1.0,-0.05236888988909272,0.0,0.12340932263156573,0.0,0.17140904184484068,0.0,0.1548190224164608,GS,True,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,,,,,,,,,,,,
379,0.0,0.013926163920817455,1.0,0.0070062766650216156,1.0,0.0548087363326326,0.0,0.11916275826074153,0.0,0.11820426452063983,0.0,0.10438483257490462,GRAD,True,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,,,,,,,,,,,,
380,0.0,0.12991836179605853,1.0,0.3348683539022576,1.0,0.3173475726914976,0.0,0.21094273384161968,0.0,0.2296815826525873,0.0,0.44818929610298935,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,1000,random,uniform,SHAP,10,1,,,,,,
381,0.0,0.06180481917129871,1.0,0.13618870768459337,1.0,0.12470640728889586,0.0,0.18360586706615817,0.0,0.2855997201601604,0.0,0.3304641354008652,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,1000,random,uniform,Lime,10,1,,,,,,
382,0.0,0.0050130302752897215,1.0,4.4193265796339116e-05,1.0,-0.008917402255678674,0.0,0.10583280879742576,0.0,0.12157528767732012,0.0,0.11277689991592725,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,mutate_both,100,,,,
383,0.0,-0.0029424593639841806,1.0,0.022096158350108485,1.0,0.016984937964176307,0.0,0.10669342126097141,0.0,0.13471676689637135,0.0,0.13754830946106808,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,authentic_opposing_information,100,,,,
384,0.1,0.058609652139744894,1.0,0.06945372533624455,1.0,0.0037935671135320343,0.30779350562554625,0.22560808766294396,0.0,0.278559094046664,0.0,0.1860201906435037,FO,False,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,,,,,,
385,0.1,-0.024269443356836454,1.0,-0.0554511234749581,1.0,-0.07966741925323231,0.30779350562554625,0.14012925707948182,0.0,0.20925334079302244,0.0,0.17936228545173835,SG,False,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,,,,,,
386,0.05,,1.0,,1.0,,0.22360679774997894,,0.0,,0.0,,GS,False,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,,,,,,
387,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,GRAD,False,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,,,,,,
388,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,FO,True,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,,,,,,
389,0.0,-0.014851067024717404,1.0,-0.022294057607992246,1.0,-0.025077440880598323,0.0,0.13236627319515407,0.0,0.11367223446844889,0.0,0.13835764764930417,SG,True,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,,,,,,
390,0.05,0.02499383323500056,1.0,0.013324858639167098,1.0,0.018484777262963936,0.22360679774997894,0.09851514626421376,0.0,0.127092276432197,0.0,0.13342992510760585,GS,True,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,,,,,,
391,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,GRAD,True,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,,,,,,
392,0.1,0.06541436003261505,1.0,0.12998105014191266,1.0,0.02831471303723244,0.30779350562554625,0.13478932548752595,0.0,0.19165315110737285,0.0,0.14672021352946288,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,1000,random,uniform,SHAP,10,1,,,,,,
393,0.05,0.05600965582612436,1.0,0.08786121658670502,1.0,0.02885879263654037,0.22360679774997894,0.1680096559049491,0.0,0.19700801981437083,0.0,0.14232645609149489,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,1000,random,uniform,Lime,10,1,,,,,,
394,0.0,-0.007056034127713146,1.0,0.08636506105934812,1.0,-0.005123283282748581,0.0,0.11787398369387211,0.0,0.2759058466413054,0.0,0.27865408467723696,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,,,,,,mutate_both,100,,,,
395,0.0,0.017338296551614406,1.0,-0.04558654222946511,1.0,0.007925202579079074,0.0,0.15080216942277647,0.0,0.23422731149321172,0.0,0.22386358462824,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,,,,,,authentic_opposing_information,100,,,,
396,0.0,-0.016274007651011356,1.0,-0.11263480951421367,1.0,0.060900336294920546,0.0,0.4209308743824351,0.0,0.8295230088722909,0.0,0.8811714139104329,FO,False,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,,,,,,,,,,,
397,0.0,-0.029752579412380235,1.0,-0.11545362119239337,1.0,0.1219746257456368,0.0,0.43650971826710405,0.0,0.9052975599282963,0.0,0.822090792942001,SG,False,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,,,,,,,,,,,
398,0.0,0.03164546816736948,1.0,0.03128590577426394,1.0,-0.11093735894850572,0.0,0.44146510467360955,0.0,0.830841293173523,0.0,0.8576674077016722,GS,False,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,,,,,,,,,,,
399,0.0,-0.022514184558000614,1.0,-0.1166683363515019,1.0,0.11242811353351416,0.0,0.44893103164401643,0.0,0.902941413664185,0.0,0.930393493686059,GRAD,False,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,,,,,,,,,,,
400,0.0,-0.019426636227428636,1.0,0.04130054290078593,1.0,-0.02818437113791703,0.0,0.10294577663850628,0.0,0.10510259792493018,0.0,0.11917428933231011,FO,True,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,,,,,,,,,,,
401,0.0,-0.025295136317574518,1.0,0.014941316250585767,1.0,0.06970414444422042,0.0,0.11368866732359649,0.0,0.1698270081274095,0.0,0.15313953742931988,SG,True,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,,,,,,,,,,,
402,0.0,0.01839001840015635,1.0,0.04681411806008446,1.0,-0.0065163371810737225,0.0,0.09124106193561218,0.0,0.17065799918670044,0.0,0.18161744684429038,GS,True,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,,,,,,,,,,,
403,0.0,-0.03707529635226816,1.0,0.05469738749344122,1.0,0.08547269941641929,0.0,0.10016497929747262,0.0,0.10768067392285528,0.0,0.0924622525096076,GRAD,True,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,,,,,,,,,,,
404,0.0,0.22190033467812958,1.0,0.3612391017755903,1.0,-0.3447979383173415,0.0,0.1919275612172955,0.0,0.4997229755757868,0.0,0.5947704290595314,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,1000,random,uniform,SHAP,10,1,,,,,,
405,0.0,0.09459580627977779,1.0,0.12567037977403556,1.0,0.16513475986190188,0.0,0.17748485017855117,0.0,0.440876547748402,0.0,0.23458204766093027,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,LSTM,1000,random,uniform,Lime,10,1,,,,,,
406,0.0,-0.00893344118733683,1.0,0.04796286456978774,1.0,0.03718239098059131,0.0,0.1217444437372226,0.0,0.32648138499067714,0.0,0.2083340925847984,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,,,,,,,mutate_both,100,,,,
407,0.0,-0.0018441222572926769,1.0,0.017278606002608984,1.0,0.014364755107299787,0.0,0.12988005551074866,0.0,0.3960456854589025,0.0,0.18882781987607755,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,,,,,,,authentic_opposing_information,100,,,,
408,0.0,0.04651683688479875,1.0,0.05285011875955996,1.0,0.07495702625081502,0.0,0.14638072070804603,0.0,0.33571465000138473,0.0,0.1537275624551874,FO,False,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,,,,,,,,,,,,
409,0.0,-0.011468851334669577,1.0,0.07977690180975439,1.0,0.02991537266822991,0.0,0.13722924606013892,0.0,0.208969894787004,0.0,0.17623816406051454,SG,False,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,,,,,,,,,,,,
410,0.0,-0.00844130294714874,1.0,0.06773517293989874,1.0,0.050497703635648795,0.0,0.15827895902352834,0.0,0.26053255327538244,0.0,0.17372258800244764,GS,False,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,,,,,,,,,,,,
411,0.0,0.020709590914310138,1.0,0.07483718739189464,1.0,-0.018316301245438257,0.0,0.14848857539918142,0.0,0.26909294482453056,0.0,0.2645583100720354,GRAD,False,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,,,,,,,,,,,,
412,0.0,-0.0021558370465567375,1.0,-0.06930137563334395,1.0,-0.04202621226517893,0.0,0.1085132642017558,0.0,0.16113154741771427,0.0,0.1514429709826101,FO,True,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,,,,,,,,,,,,
413,0.0,-0.017713770714579528,1.0,-0.05459711303202168,1.0,-0.038321252276809936,0.0,0.10727702319959768,0.0,0.13913691232108436,0.0,0.15859365622074448,SG,True,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,,,,,,,,,,,,
414,0.0,0.004672952698384322,1.0,-0.044839758931424986,1.0,0.006614022526992882,0.0,0.12428626721179875,0.0,0.13275663082119954,0.0,0.1332672980095651,GS,True,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,,,,,,,,,,,,
415,0.0,0.0023470096435002376,1.0,-0.033663049556448055,1.0,0.03979159009188642,0.0,0.1071818323110609,0.0,0.17596998528626914,0.0,0.1246331512933472,GRAD,True,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,,,,,,,,,,,,
416,0.0,0.07812246760643879,1.0,0.22997349884337054,1.0,0.17302272093712975,0.0,0.0864653860201229,0.0,0.2796003748175454,0.0,0.10242581572132331,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,1000,random,uniform,SHAP,10,1,,,,,,
417,0.0,0.0516797387882393,1.0,0.024938843491380633,1.0,0.11922085892921692,0.0,0.14368772908539748,0.0,0.29728935412199003,0.0,0.21433656300621595,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_1_TS_50.npy,PostionalTime,AutoRegressive,CNN,1000,random,uniform,Lime,10,1,,,,,,
418,0.0,0.007519057383387528,1.0,0.00261235383364654,1.0,-0.020580939314297487,0.0,0.17258721437117866,0.0,0.2624547790304656,0.0,0.15709937245891026,,,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,mutate_both,100,,,,
419,0.0,0.005094731756310797,1.0,0.00868863190155628,1.0,-0.009555764455482781,0.0,0.19032055404675344,0.0,0.28749456040419796,0.0,0.17178903680869947,,,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,authentic_opposing_information,100,,,,
420,0.0,-0.010745094373116914,1.0,0.06871195732445509,1.0,0.16632184384751633,0.0,0.518662411877884,0.0,0.8409745818023522,0.0,0.7811802226423625,FO,False,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
421,0.0,0.0600204037216648,1.0,0.08952726981539572,1.0,-0.29967125569367353,0.0,0.5646473987033078,0.0,0.8563230881097006,0.0,0.9728633325475944,SG,False,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
422,0.0,0.012514127188043362,1.0,0.11103288612921869,1.0,-0.2790273317807895,0.0,0.5469383535978705,0.0,0.8233940069350362,0.0,0.8503924299126393,GS,False,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
423,0.0,0.05194124823586945,1.0,0.07453697716027394,1.0,-0.3284894990607047,0.0,0.5475340263980527,0.0,0.8464410224009812,0.0,0.9178134084455197,GRAD,False,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
424,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,FO,True,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
425,0.0,0.011982549105920809,1.0,0.031846055842296626,1.0,0.06190641439716441,0.0,0.1152376948100409,0.0,0.1380165893598233,0.0,0.13961248317029024,SG,True,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
426,0.0,-0.04916005030415275,1.0,-0.03714604557595378,1.0,0.018351933158929513,0.0,0.13358232530766212,0.0,0.21087820614110322,0.0,0.18293404686651993,GS,True,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
427,0.0,-0.002181723563866442,1.0,0.002149521120984544,1.0,0.04007613781030732,0.0,0.12087421430020512,0.0,0.1371036419092092,0.0,0.11721657004879354,GRAD,True,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
428,0.0,0.13575782079499418,1.0,0.18152467214802104,1.0,-0.4339437957020927,0.0,0.2377291144599526,0.0,0.44982000366870095,0.0,0.3716756462356876,,,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,1000,random,uniform,SHAP,10,1,,,,,,
429,0.0,0.05286241917341803,1.0,0.11494339671049195,1.0,-0.3734016944999701,0.0,0.25487275598292475,0.0,0.44323856251589444,0.0,0.46078340499026577,,,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,1000,random,uniform,Lime,10,1,,,,,,
430,0.0,0.12941052105121748,1.0,0.3314302724472342,1.0,0.130971260431803,0.0,0.17244325817591252,0.0,0.23706678639640272,0.0,0.15048410566936885,,,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,,,,,,,mutate_both,100,,,,
431,0.0,0.20395064116333828,1.0,0.3170828784296952,1.0,0.17565357147405974,0.0,0.07567075721533022,0.0,0.1919483770909182,0.0,0.16304945455686198,,,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,,,,,,,authentic_opposing_information,100,,,,
432,0.0,0.05062314388351139,1.0,0.13259520991395518,1.0,0.2591303867399083,0.0,0.2105203181364435,0.0,0.34853976250200797,0.0,0.24178034630008205,FO,False,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,,,,,,,,,,,,
433,0.0,0.023075419481063803,1.0,0.0038287492817213704,1.0,0.020333120468460576,0.0,0.14082274283808438,0.0,0.16641786079469273,0.0,0.15420789535257107,SG,False,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,,,,,,,,,,,,
434,0.0,0.05646359412491575,1.0,0.08062076624850877,1.0,0.1794462734256365,0.0,0.19220549211479557,0.0,0.26145608724926916,0.0,0.21718980089904344,GS,False,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,,,,,,,,,,,,
435,0.0,0.05321167977529493,1.0,0.18490010671895152,1.0,0.2802309522591838,0.0,0.17758595488351786,0.0,0.22044962011804747,0.0,0.20858666814331966,GRAD,False,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,,,,,,,,,,,,
436,0.0,0.09970354864028681,1.0,0.1654112642876972,1.0,0.09497398791129155,0.0,0.10824990338423678,0.0,0.1609355911977961,0.0,0.12932230925030724,FO,True,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,,,,,,,,,,,,
437,0.0,-0.021842782333149523,1.0,-0.05684046974897013,1.0,-0.016305397062227698,0.0,0.1041066046904988,0.0,0.17688719934397393,0.0,0.16113039960740325,SG,True,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,,,,,,,,,,,,
438,0.0,-0.00011917218954509353,1.0,0.014158214547751433,1.0,-0.015413442145993144,0.0,0.15099899676843065,0.0,0.13817657104422099,0.0,0.15205804820293878,GS,True,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,,,,,,,,,,,,
439,0.0,0.07723867116688733,1.0,0.05585824856306498,1.0,0.018828973521864724,0.0,0.07815677865449365,0.0,0.19244627048853688,0.0,0.18504960262550185,GRAD,True,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,,,,,,,,,,,,
440,0.0,0.03259685948015395,1.0,0.08271543531344734,1.0,-0.0042176353784329264,0.0,0.09131508533477561,0.0,0.16119102402626717,0.0,0.1799688604289085,,,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,1000,random,uniform,SHAP,10,1,,,,,,
441,0.0,-0.007173238894504603,1.0,0.03172794569797988,1.0,0.00045752282530739233,0.0,0.10759376251157834,0.0,0.19432929608758548,0.0,0.1661009722756372,,,SimulatedTrainingData_Moving_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,CNN,1000,random,uniform,Lime,10,1,,,,,,
442,0.0,0.02205904257753834,1.0,0.013740921982859363,1.0,0.017295869861665297,0.0,0.108633947685888,0.0,0.15456405949000687,0.0,0.14498027154463092,,,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,mutate_both,100,,,,
443,0.0,-0.01919506874505821,1.0,-0.014139945116878957,1.0,0.02329394007531551,0.0,0.1837474027475868,0.0,0.23623686265569863,0.0,0.1934264439174896,,,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,authentic_opposing_information,100,,,,
444,0.0,0.003509822966770604,1.0,-0.037312422972844414,1.0,-0.10263287980675535,0.0,0.3965556682068266,0.0,0.8339583431471637,0.0,0.9030237533820025,FO,False,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,,,,,
445,0.0,-0.011685162892822691,1.0,-0.023196503766582322,1.0,-0.029689259346528312,0.0,0.3968521240517967,0.0,0.8627235030940391,0.0,0.8052824983465909,SG,False,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,,,,,
446,0.0,0.028041600978554453,1.0,0.002665180946929982,1.0,0.03462160088142518,0.0,0.37028504193454215,0.0,0.8268602268828306,0.0,0.7724503380990003,GS,False,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,,,,,
447,0.0,-0.008970282304277143,1.0,-0.018313664410881995,1.0,-0.04332563349842016,0.0,0.4153036240273325,0.0,0.8640707518636436,0.0,0.8375399857196424,GRAD,False,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,,,,,
448,0.0,0.0023270828136436198,1.0,-0.024756498411088346,1.0,0.009022150313322626,0.0,0.08613471057048246,0.0,0.0786547624544352,0.0,0.09426405666981633,FO,True,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,,,,,
449,0.0,0.0572795326814628,1.0,-0.014696745376533964,1.0,0.010963147485843714,0.0,0.09928836036056574,0.0,0.15293333271821652,0.0,0.12608524652484016,SG,True,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,,,,,
450,0.0,0.002612157441407788,1.0,0.025257223816789704,1.0,0.044688918827236856,0.0,0.09656606053194915,0.0,0.17969427398660612,0.0,0.14494132063046414,GS,True,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,,,,,
451,0.0,0.02491430678780314,1.0,-0.016592390837506753,1.0,-0.010861131454303917,0.0,0.11572360560118043,0.0,0.0950685717739182,0.0,0.13703182960963536,GRAD,True,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,,,,,
452,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,,,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,1000,random,uniform,SHAP,10,1,,,,,,
453,0.0,-0.017371251515942626,1.0,-0.021375107364043876,1.0,-0.16235455917315272,0.0,0.19445542680543024,0.0,0.39857641583460623,0.0,0.32926631248204935,,,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,1000,random,uniform,Lime,10,1,,,,,,
454,1.0,,1.0,,1.0,,0.0,,0.0,,0.0,,,,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,mutate_both,100,,,,
455,1.0,,1.0,,1.0,,0.0,,0.0,,0.0,,,,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,authentic_opposing_information,100,,,,
456,,,,,,,,,,,,,FO,False,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,,,,,
457,,,,,,,,,,,,,SG,False,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,,,,,
458,,,,,,,,,,,,,GS,False,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,,,,,
459,,,,,,,,,,,,,GRAD,False,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,,,,,
460,,,,,,,,,,,,,FO,True,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,,,,,
461,,,,,,,,,,,,,SG,True,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,,,,,
462,,,,,,,,,,,,,GS,True,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,,,,,
463,,,,,,,,,,,,,GRAD,True,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,,,,,
464,,,,,,,,,,,,,,,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,1000,random,uniform,SHAP,10,1,,,,,,
465,1.0,,1.0,,1.0,,0.0,,0.0,,0.0,,,,SimulatedTrainingData_Moving_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,1000,random,uniform,Lime,10,1,,,,,,
466,0.0,0.0019020346241398298,1.0,-0.0008655820602466918,1.0,0.013769428804295275,0.0,0.13471518568168767,0.0,0.19071496159471513,0.0,0.20033414061234528,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_1_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,,,,,,,mutate_both,100,,,,
467,0.0,-0.00588132427844853,1.0,0.03139138193854952,1.0,-0.018357940630939283,0.0,0.12803736925856682,0.0,0.16999197370121766,0.0,0.18344003747417523,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_1_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,,,,,,,authentic_opposing_information,100,,,,
468,0.0,-0.04085241274529451,1.0,-0.037301684589157405,1.0,-0.11806312822072211,0.0,0.42190418566506044,0.0,0.666733831943625,0.0,0.8893385317649364,FO,False,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_1_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,,,,,,,,,,,,
469,0.0,-0.01928750270501891,1.0,0.02392686180487353,1.0,0.09693319517057501,0.0,0.42036936116885365,0.0,0.6742244396899929,0.0,0.6809421349295175,SG,False,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_1_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,,,,,,,,,,,,
470,0.0,0.07574965617783301,1.0,0.07195709583015468,1.0,-0.07847021689219451,0.0,0.3820285608903526,0.0,0.6463865805103397,0.0,0.3909390740707776,GS,False,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_1_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,,,,,,,,,,,,
471,0.0,0.00465688619601686,1.0,0.03265872937476398,1.0,-0.06866988428730111,0.0,0.4268398582303345,0.0,0.6769632472471935,0.0,0.9375950255787184,GRAD,False,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_1_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,,,,,,,,,,,,
