,complexity_mean,complexity_std,transformer,epochs,Datasets,Typ,Generation,models,method,tsr
172,6.9125965663053375,0.15513083522322202,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,SG,True
173,5.928478595931759,1.1865115778756934,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,GS,True
174,6.5849539746229055,0.6719194757619722,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,IG,True
175,6.233584462909862,0.7783824874895872,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,GRAD,True
176,7.636523477822045,0.0222143169698904,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,
177,7.358125868045677,0.07607246662645924,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,FO,False
178,7.4851541620004625,0.07872801975624652,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,SG,False
179,6.989356181696228,0.14205657015037515,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,GS,False
180,6.951836029372726,0.13015581784051353,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,IG,False
181,7.267464531062503,0.16414702683903867,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,GRAD,False
182,6.846016759792884,0.18923260454853,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,FO,True
183,7.206434205567824,0.04808456987923032,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,SG,True
184,7.23232285289645,0.04321459443843645,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,GS,True
185,6.928426431162132,0.0984021281455539,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,IG,True
186,6.639879300108133,0.15159048539155903,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,GRAD,True
187,7.63407786841187,0.08054116718901622,authentic_opposing_information,100,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,,
188,4.951743776268064,1.4703872152028197,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,FO,False
189,7.114444496286718,0.3629029961115029,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,SG,False
190,6.42496343637764,0.8405591064524799,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,GS,False
191,6.694339198446673,0.6282139296486098,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,IG,False
192,5.444976602661474,0.7910314999244049,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,GRAD,False
193,3.702697683885816,0.8483058124812547,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,FO,True
194,6.47199056140968,0.5177717671654812,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,SG,True
195,1.947975570899039,1.6321261519040324,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,GS,True
196,6.057313605548275,1.2657961772526987,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,IG,True
197,6.045682252190398,1.0586007297725153,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,GRAD,True
198,7.642732511259669,0.030805000852481154,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,,
199,7.333591072493164,0.07766768873279983,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,FO,False
200,6.374796841573653,0.23089662980792106,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,SG,False
201,4.77554972719438,0.18769631496710856,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,GS,False
202,4.742388373684214,0.16480454900402092,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,IG,False
203,5.046560678414682,0.30384330588647374,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,GRAD,False
204,6.370129231299091,0.23864559881974834,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,FO,True
205,7.056201507596789,0.1234700312952346,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,SG,True
206,7.229983648318795,0.053023850849775574,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,GS,True
207,6.507507219633884,0.19602160793507742,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,IG,True
208,6.549369065216839,0.19778545684706111,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,GRAD,True
209,7.610303979788374,0.04694424973009527,authentic_opposing_information,100,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,,
210,7.480822050491961,0.07408230365974801,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,FO,False
211,7.657043771118,0.02890043340097764,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,SG,False
212,7.1910865281985155,0.11582642067963339,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,GS,False
213,7.138903327847906,0.11157725465622485,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,IG,False
214,7.328984508579675,0.1026958352562416,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,GRAD,False
215,7.056353582527839,0.07446708492442651,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,FO,True
216,7.210089709256598,0.046874247643771114,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,SG,True
217,7.22184790944376,0.04579370115082326,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,GS,True
218,7.013845568734736,0.10826188626536803,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,IG,True
219,6.837470529407712,0.24199202900044114,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,GRAD,True
220,7.645524686031612,0.049626397129942414,authentic_opposing_information,100,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,,
221,7.309778263067848,0.11746149988505776,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,FO,False
222,7.190342649792328,0.1517960849969965,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,SG,False
223,7.315326692919834,0.03785284121953949,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,GS,False
224,7.321644267558827,0.036028182375028014,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,IG,False
225,7.431239268310421,0.21775894349645836,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,GRAD,False
226,6.822347921140865,0.1525787193234825,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,FO,True
227,7.02451807910694,0.1502588133497576,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,SG,True
228,7.226663329847865,0.038808899818128836,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,GS,True
229,6.929799041993863,0.12373052421399744,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,IG,True
230,6.80562286875643,0.13349311907303396,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,GRAD,True
231,7.6455440769484735,0.053615285363655354,authentic_opposing_information,100,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,,
232,5.16358958048968,0.11400324150946098,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,FO,False
233,7.459553239950833,0.12130490588574544,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,SG,False
234,7.084571349239849,0.3762707023450497,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,GS,False
235,7.103995995916584,0.2548412149941526,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,IG,False
236,6.002782882640327,0.809252890113686,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,GRAD,False
237,5.663614897752785,0.5905771005650698,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,FO,True
238,6.085132881985389,0.6714846296103419,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,SG,True
239,3.207912118992165,1.2966455193932174,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,GS,True
240,6.086220097351058,1.1060219406847143,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,IG,True
241,5.796683598274363,1.2273370674082535,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,GRAD,True
242,7.601278001489223,0.05290079407444628,authentic_opposing_information,100,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,,
243,3.9120230054281464,0.0,,,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,FO,False
244,7.286195585020856,0.20224183728553435,,,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,SG,False
245,6.5669574400949005,0.7331946419912609,,,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,GS,False
246,6.582525417464159,0.5731275421528464,,,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,IG,False
247,5.691982263632077,1.2609792428199267,,,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,GRAD,False
248,2.0573689960713777,2.9095591370500613,,,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,FO,True
249,5.998921321543545,0.6210210438772533,,,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,SG,True
250,2.5498306273493205,1.7780183320615999,,,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,GS,True
251,5.702410002294129,1.5040695254877818,,,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,IG,True
252,6.103119381220546,1.2191728820102006,,,SimulatedTrainingData_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,LSTM,GRAD,True
